"prodcodeid","dmdid","bnfcode","termfromemis","dmdproductdescription","bnfname","productname","dmdlevel","vpid","atc","formulation","routeofadministration","drugsubstancename","substancestrength","category","term"
"3079741000033119","323733007","0501013B0AAAKAK","amoxicillin 250mg/5ml oral suspension","amoxicillin 250mg/5ml oral suspension","amoxicillin 250mg/5ml oral suspension","amoxicillin 250mg/5ml oral suspension","VMP","323733007","J01CA04","oral suspension","oral","amoxicillin trihydrate","50.000mg/1.000ml","abx","Amoxicillin 250mg/5ml oral suspension"
"3079841000033112","35368511000001109","0501013B0AAAIAI","amoxicillin 125mg/1.25ml oral suspension paediatric","amoxicillin 125mg/1.25ml oral suspension paediatric","amoxicillin 125mg/1.25ml oral suspension paediatric","amoxicillin 125mg/1.25ml oral suspension paediatric","VMP","35368511000001109","J01CA04","oral suspension","oral","amoxicillin trihydrate","100.000mg/1.000ml","abx","Amoxicillin 125mg/1.25ml oral suspension paediatric"
"3079941000033116","35902111000001107","0501013B0AAAHAH","amoxicillin 3g oral powder sachets sugar free","amoxicillin 3g oral powder sachets sugar free","amoxicillin 3g oral powder sachets sugar free","amoxicillin 3g oral powder sachets sugar free","VMP","35902111000001107","J01CA04","powder","oral","amoxicillin trihydrate","3.000gram","abx","Amoxicillin 3g oral powder sachets sugar free"
"3080041000033117","35901911000001104","0501013B0AAASAS","amoxicillin 125mg/5ml oral suspension sugar free","amoxicillin 125mg/5ml oral suspension sugar free","amoxicillin 125mg/5ml oral suspension sugar free","amoxicillin 125mg/5ml oral suspension sugar free","VMP","35901911000001104","J01CA04","oral suspension","oral","amoxicillin trihydrate","25.000mg/1.000ml","abx","Amoxicillin 125mg/5ml oral suspension sugar free"
"3080141000033118","39021911000001105","0501013B0AAATAT","amoxicillin 250mg/5ml oral suspension sugar free","amoxicillin 250mg/5ml oral suspension sugar free","amoxicillin 250mg/5ml oral suspension sugar free","amoxicillin 250mg/5ml oral suspension sugar free","VMP","39021911000001105","J01CA04","oral suspension","oral","amoxicillin trihydrate","50.000mg/1.000ml","abx","Amoxicillin 250mg/5ml oral suspension sugar free"
"3080441000033114","35908811000001103","0302000C0AAACAC","beclometasone 250micrograms/dose inhaler","beclometasone 250micrograms/dose inhaler","beclometasone 250micrograms/dose inhaler","beclometasone 250micrograms/dose inhaler","VMP","35908811000001103","R03BA01","pressurised inhalation","inhalation","beclometasone dipropionate","250.000microgram/1.000dose","ics","Beclometasone 250micrograms/dose inhaler"
"3080541000033110","35908611000001102","0302000C0AAAUAU","beclometasone 250micrograms/dose breath actuated inhaler","beclometasone 250micrograms/dose breath actuated inhaler","beclometasone 250micrograms/dose breath actuated inhaler","beclometasone 250micrograms/dose breath actuated inhaler","VMP","35908611000001102","R03BA01","pressurised inhalation","inhalation","beclometasone dipropionate","250.000microgram/1.000dose","ics","Beclometasone 250micrograms/dose breath actuated inhaler"
"3080641000033111","35909211000001109","0302000C0AAASAS","beclometasone 50micrograms/dose breath actuated inhaler","beclometasone 50micrograms/dose breath actuated inhaler","beclometasone 50micrograms/dose breath actuated inhaler","beclometasone 50micrograms/dose breath actuated inhaler","VMP","35909211000001109","R03BA01","pressurised inhalation","inhalation","beclometasone dipropionate","50.000microgram/1.000dose","ics","Beclometasone 50micrograms/dose breath actuated inhaler"
"3080741000033119","35907811000001102","0302000C0AAATAT","beclometasone 100micrograms/dose breath actuated inhaler","beclometasone 100micrograms/dose breath actuated inhaler","beclometasone 100micrograms/dose breath actuated inhaler","beclometasone 100micrograms/dose breath actuated inhaler","VMP","35907811000001102","R03BA01","pressurised inhalation","inhalation","beclometasone dipropionate","100.000microgram/1.000dose","ics","Beclometasone 100micrograms/dose breath actuated inhaler"
"3081041000033114","35907711000001105","0302000C0AAAGAG","beclometasone 100microgram inhalation powder blisters with device","beclometasone 100microgram inhalation powder blisters with device","beclometasone 100microgram inhalation pdr blist with device","beclometasone 100microgram inhalation powder blisters with device","VMP","35907711000001105","R03BA01","inhalation powder","inhalation","beclometasone dipropionate","100.000microgram","ics","Beclometasone 100microgram inhalation powder blisters with device"
"3081141000033113","35908311000001107","0302000C0AAAHAH","beclometasone 200microgram inhalation powder blisters with device","beclometasone 200microgram inhalation powder blisters with device","beclometasone 200microgram inhalation pdr blist with device","beclometasone 200microgram inhalation powder blisters with device","VMP","35908311000001107","R03BA01","inhalation powder","inhalation","beclometasone dipropionate","200.000microgram","ics","Beclometasone 200microgram inhalation powder blisters with device"
"3081241000033118","35909011000001104","0302000C0AAAJAJ","beclometasone 400microgram inhalation powder blisters with device","beclometasone 400microgram inhalation powder blisters with device","beclometasone 400microgram inhalation pdr blist with device","beclometasone 400microgram inhalation powder blisters with device","VMP","35909011000001104","R03BA01","inhalation powder","inhalation","beclometasone dipropionate","400.000microgram","ics","Beclometasone 400microgram inhalation powder blisters with device"
"3081341000033111","35907611000001101","0302000C0AAALAL","beclometasone 100microgram inhalation powder blisters","beclometasone 100microgram inhalation powder blisters","beclometasone 100microgram inhalation powder blisters","beclometasone 100microgram inhalation powder blisters","VMP","35907611000001101","R03BA01","inhalation powder","inhalation","beclometasone dipropionate","100.000microgram","ics","Beclometasone 100microgram inhalation powder blisters"
"3081441000033117","35908211000001104","0302000C0AAAKAK","beclometasone 200microgram inhalation powder blisters","beclometasone 200microgram inhalation powder blisters","beclometasone 200microgram inhalation powder blisters","beclometasone 200microgram inhalation powder blisters","VMP","35908211000001104","R03BA01","inhalation powder","inhalation","beclometasone dipropionate","200.000microgram","ics","Beclometasone 200microgram inhalation powder blisters"
"3081541000033116","35908911000001108","0302000C0AAAQAQ","beclometasone 400microgram inhalation powder blisters","beclometasone 400microgram inhalation powder blisters","beclometasone 400microgram inhalation powder blisters","beclometasone 400microgram inhalation powder blisters","VMP","35908911000001108","R03BA01","inhalation powder","inhalation","beclometasone dipropionate","400.000microgram","ics","Beclometasone 400microgram inhalation powder blisters"
"3081641000033115","35908511000001101","0302000C0AAARAR","beclometasone 200micrograms/dose inhaler","beclometasone 200micrograms/dose inhaler","beclometasone 200micrograms/dose inhaler","beclometasone 200micrograms/dose inhaler","VMP","35908511000001101","R03BA01","pressurised inhalation","inhalation","beclometasone dipropionate","200.000microgram/1.000dose","ics","Beclometasone 200micrograms/dose inhaler"
"3081741000033112","320537007","0302000C0AAABAB","beclometasone 100micrograms/dose inhaler","beclometasone 100micrograms/dose inhaler","beclometasone 100micrograms/dose inhaler","beclometasone 100micrograms/dose inhaler","VMP","320537007","R03BA01","pressurised inhalation","inhalation","beclometasone dipropionate","100.000microgram/1.000dose","ics","Beclometasone 100micrograms/dose inhaler"
"3081841000033119","35909511000001107","0302000C0AAAAAA","beclometasone 50micrograms/dose inhaler","beclometasone 50micrograms/dose inhaler","beclometasone 50micrograms/dose inhaler","beclometasone 50micrograms/dose inhaler","VMP","35909511000001107","R03BA01","pressurised inhalation","inhalation","beclometasone dipropionate","50.000microgram/1.000dose","ics","Beclometasone 50micrograms/dose inhaler"
"3081941000033110","39695711000001109","0302000C0AAAIAI","beclometasone 400microgram inhalation powder capsules","beclometasone 400microgram inhalation powder capsules","beclometasone 400microgram inhalation powder capsules","beclometasone 400microgram inhalation powder capsules","VMP","39695711000001109","R03BA01","inhalation powder","inhalation","beclometasone dipropionate","400.000microgram","ics","Beclometasone 400microgram inhalation powder capsules"
"3082041000033116","39695511000001104","0302000C0AAAEAE","beclometasone 100microgram inhalation powder capsules","beclometasone 100microgram inhalation powder capsules","beclometasone 100microgram inhalation powder capsules","beclometasone 100microgram inhalation powder capsules","VMP","39695511000001104","R03BA01","inhalation powder","inhalation","beclometasone dipropionate","100.000microgram","ics","Beclometasone 100microgram inhalation powder capsules"
"3082141000033117","39695611000001100","0302000C0AAAFAF","beclometasone 200microgram inhalation powder capsules","beclometasone 200microgram inhalation powder capsules","beclometasone 200microgram inhalation powder capsules","beclometasone 200microgram inhalation powder capsules","VMP","39695611000001100","R03BA01","inhalation powder","inhalation","beclometasone dipropionate","200.000microgram","ics","Beclometasone 200microgram inhalation powder capsules"
"3082241000033112","35909411000001108","0302000C0AABIBI","beclometasone 50micrograms/dose dry powder inhaler","beclometasone 50micrograms/dose dry powder inhaler","beclometasone 50micrograms/dose dry powder inhaler","beclometasone 50micrograms/dose dry powder inhaler","VMP","35909411000001108","R03BA01","inhalation powder","inhalation","beclometasone dipropionate","50.000microgram/1.000dose","ics","Beclometasone 50micrograms/dose dry powder inhaler"
"3082341000033119","35908011000001109","0302000C0AABJBJ","beclometasone 100micrograms/dose dry powder inhaler","beclometasone 100micrograms/dose dry powder inhaler","beclometasone 100micrograms/dose dry powder inhaler","beclometasone 100micrograms/dose dry powder inhaler","VMP","35908011000001109","R03BA01","inhalation powder","inhalation","beclometasone dipropionate","100.000microgram/1.000dose","ics","Beclometasone 100micrograms/dose dry powder inhaler"
"3082441000033113","35908711000001106","0302000C0AABKBK","beclometasone 250micrograms/dose dry powder inhaler","beclometasone 250micrograms/dose dry powder inhaler","beclometasone 250micrograms/dose dry powder inhaler","beclometasone 250micrograms/dose dry powder inhaler","VMP","35908711000001106","R03BA01","inhalation powder","inhalation","beclometasone dipropionate","250.000microgram/1.000dose","ics","Beclometasone 250micrograms/dose dry powder inhaler"
"3082541000033114","35909111000001103","0302000C0AABSBS","beclometasone 400micrograms/dose dry powder inhaler","beclometasone 400micrograms/dose dry powder inhaler","beclometasone 400micrograms/dose dry powder inhaler","beclometasone 400micrograms/dose dry powder inhaler","VMP","35909111000001103","R03BA01","inhalation powder","inhalation","beclometasone dipropionate","400.000microgram/1.000dose","ics","Beclometasone 400micrograms/dose dry powder inhaler"
"3082641000033110","35908411000001100","0302000C0AABUBU","beclometasone 200micrograms/dose dry powder inhaler","beclometasone 200micrograms/dose dry powder inhaler","beclometasone 200micrograms/dose dry powder inhaler","beclometasone 200micrograms/dose dry powder inhaler","VMP","35908411000001100","R03BA01","inhalation powder","inhalation","beclometasone dipropionate","200.000microgram/1.000dose","ics","Beclometasone 200micrograms/dose dry powder inhaler"
"3082741000033118","35909611000001106","0302000C0AABEBE","beclometasone 50micrograms/dose inhaler cfc free","beclometasone 50micrograms/dose inhaler cfc free","beclometasone 50micrograms/dose inhaler cfc free","beclometasone 50micrograms/dose inhaler cfc free","VMP","35909611000001106","R03BA01","pressurised inhalation","inhalation","beclometasone dipropionate","50.000microgram/1.000dose","ics","Beclometasone 50micrograms/dose inhaler CFC free"
"3082841000033111","35908111000001105","0302000C0AABFBF","beclometasone 100micrograms/dose inhaler cfc free","beclometasone 100micrograms/dose inhaler cfc free","beclometasone 100micrograms/dose inhaler cfc free","beclometasone 100micrograms/dose inhaler cfc free","VMP","35908111000001105","R03BA01","pressurised inhalation","inhalation","beclometasone dipropionate","100.000microgram/1.000dose","ics","Beclometasone 100micrograms/dose inhaler CFC free"
"3082941000033115","35909311000001101","0302000C0AABGBG","beclometasone 50micrograms/dose breath actuated inhaler cfc free","beclometasone 50micrograms/dose breath actuated inhaler cfc free","beclometasone 50micrograms/dose breath actuated inh cfc free","beclometasone 50micrograms/dose breath actuated inhaler cfc free","VMP","35909311000001101","R03BA01","pressurised inhalation","inhalation","beclometasone dipropionate","50.000microgram/1.000dose","ics","Beclometasone 50micrograms/dose breath actuated inhaler CFC free"
"3083041000033113","35907911000001107","0302000C0AABHBH","beclometasone 100micrograms/dose breath actuated inhaler cfc free","beclometasone 100micrograms/dose breath actuated inhaler cfc free","beclometasone 100mcg/dose breath actuated inhaler cfc free","beclometasone 100micrograms/dose breath actuated inhaler cfc free","VMP","35907911000001107","R03BA01","pressurised inhalation","inhalation","beclometasone dipropionate","100.000microgram/1.000dose","ics","Beclometasone 100micrograms/dose breath actuated inhaler CFC free"
"3084041000033111","39735311000001105","0501021L0AAAAAA","cefalexin 250mg capsules","cefalexin 250mg capsules","cefalexin 250mg capsules","cefalexin 250mg capsules","VMP","39735311000001105","J01DB01","capsule","oral","cefalexin","250.000mg","abx","Cefalexin 250mg capsules"
"3084141000033110","39694811000001102","0501021L0AAABAB","cefalexin 500mg capsules","cefalexin 500mg capsules","cefalexin 500mg capsules","cefalexin 500mg capsules","VMP","39694811000001102","J01DB01","capsule","oral","cefalexin","500.000mg","abx","Cefalexin 500mg capsules"
"3084241000033115","39684111000001105","0501021L0AAAGAG","cefalexin 250mg tablets","cefalexin 250mg tablets","cefalexin 250mg tablets","cefalexin 250mg tablets","VMP","39684111000001105","J01DB01","tablet","oral","cefalexin","250.000mg","abx","Cefalexin 250mg tablets"
"3084341000033113","39735911000001106","0501021L0AAAHAH","cefalexin 500mg tablets","cefalexin 500mg tablets","cefalexin 500mg tablets","cefalexin 500mg tablets","VMP","39735911000001106","J01DB01","tablet","oral","cefalexin","500.000mg","abx","Cefalexin 500mg tablets"
"3084441000033119","323887008","0501021L0AAACAC","cefalexin 125mg/5ml oral suspension","cefalexin 125mg/5ml oral suspension","cefalexin 125mg/5ml oral suspension","cefalexin 125mg/5ml oral suspension","VMP","323887008","J01DB01","oral suspension","oral","cefalexin","25.000mg/1.000ml","abx","Cefalexin 125mg/5ml oral suspension"
"3084541000033118","323888003","0501021L0AAADAD","cefalexin 250mg/5ml oral suspension","cefalexin 250mg/5ml oral suspension","cefalexin 250mg/5ml oral suspension","cefalexin 250mg/5ml oral suspension","VMP","323888003","J01DB01","oral suspension","oral","cefalexin","50.000mg/1.000ml","abx","Cefalexin 250mg/5ml oral suspension"
"3084641000033117","36134311000001108","0501021L0AAAEAE","cefalexin 500mg/5ml oral suspension","cefalexin 500mg/5ml oral suspension","cefalexin 500mg/5ml oral suspension","cefalexin 500mg/5ml oral suspension","VMP","36134311000001108","J01DB01","oral suspension","oral","cefalexin","100.000mg/1.000ml","abx","Cefalexin 500mg/5ml oral suspension"
