"cat","medcodeid","aurumterm","disease_num","score","term"
"Any malignancy","730491000006117","mal neoplasm/periph nerves+autonomic nervous system,unspc",11,2,"Mal neoplasm/periph nerves+autonomic nervous system,unspc"
"Any malignancy","310531000006110","[m]intraepithelial carcinoma nos",11,2,"[M]Intraepithelial carcinoma NOS"
"Any malignancy","289246015","malignant neoplasm of body of penis",11,2,"Malignant neoplasm of body of penis"
"Any malignancy","720761000006115","malignant neoplasm of upper gum",11,2,"Malignant neoplasm of upper gum"
"Any malignancy","291465014","[m]endometrioid adenoma or carcinoma nos",11,2,"[M]Endometrioid adenoma or carcinoma NOS"
"Any malignancy","289447014","malignant neoplasm of lower limb nos",11,2,"Malignant tumour of lower limb"
"Any malignancy","310311000006110","[m]infiltrating duct carcinoma",11,2,"Infiltrating duct carcinoma"
"Any malignancy","288563012","malignant neoplasm of other specified site of nasopharynx",11,2,"Malignant neoplasm of other specified site of nasopharynx"
"Any malignancy","154838016","hodgkin's granuloma of intrathoracic lymph nodes",11,2,"Hodgkin's granuloma of intrathoracic lymph nodes"
"Any malignancy","288875012","malignant neoplasm of orbital bone",11,2,"Malignant neoplasm of orbital bone"
"Any malignancy","288552014","malignant neoplasm of anterior wall of nasopharynx",11,2,"Malignant neoplasm of anterior wall of nasopharynx"
"Any malignancy","1815461000006110","small cell b-cell lymphoma",11,2,"Low grade B-cell lymphoma"
"Any malignancy","1234193010","[m]melanoma in situ",11,2,"Melanoma in situ"
"Any malignancy","724841000006116","malignant neoplasm of lateral wall of nasopharynx",11,2,"Malignant neoplasm of lateral wall of nasopharynx"
"Any malignancy","157751011","reticulosarcoma of lymph nodes of multiple sites",11,2,"Reticulosarcoma of lymph nodes of multiple sites"
"Any malignancy","289390011","malignant neoplasm of peripheral nerve of pelvis",11,2,"Malignant neoplasm of peripheral nerve of pelvis"
"Any malignancy","826661000006113","hodgkin's nodular sclerosis of lymph nodes of axilla and arm",11,2,"Hodgkin's disease, nodular sclerosis of lymph nodes of axilla and upper limb"
"Any malignancy","1228532011","malignant neoplasm of roof of nasopharynx",11,2,"Malignant neoplasm of roof of nasopharynx"
"Any malignancy","313801000006114","[m]neurilemmoma, malignant",11,2,"[M]Neurilemmoma, malignant"
"Any malignancy","289281018","malignant neoplasm of urinary bladder nos",11,2,"Malignant neoplasm of urinary bladder NOS"
"Any malignancy","291892013","[m]malignant lymphoma, undifferentiated cell type nos",11,2,"[M]Malignant lymphoma, undifferentiated cell type NOS"
"Any malignancy","313311000006116","[m]mycosis fungoides",11,2,"[M]Mycosis fungoides"
"Any malignancy","826681000006115","hodgkin's paragranuloma",11,2,"Hodgkin lymphoma, nodular lymphocyte predominance (clinical)"
"Any malignancy","289128018","malignant neoplasm of skin of lower limb or hip nos",11,2,"Malignant neoplasm of skin of lower limb or hip NOS"
"Any malignancy","396191000006117","[x]malignant neopl/overlapping les/resp+intrathoracic organs",11,2,"[X]Malignant neopl/overlapping les/resp+intrathoracic organs"
"Any malignancy","289210012","malignant neoplasm of labia majora nos",11,2,"Malignant neoplasm of labia majora NOS"
"Any malignancy","292143015","[x]malignant neoplasm of male genital organs",11,2,"Malignant tumour of male genital organ"
"Any malignancy","1228530015","malignant neoplasm of faucial tonsil",11,2,"Malignant neoplasm of faucial tonsil"
"Any malignancy","291391011","[m]adenomatous and adenocarcinomatous polyps",11,2,"[M]Adenomatous and adenocarcinomatous polyps"
"Any malignancy","291496017","[m]cystadenoma or carcinoma nos",11,2,"[M]Cystadenoma or carcinoma NOS"
"Any malignancy","290849012","carcinoma in situ of skin of lower leg",11,2,"Carcinoma in situ of skin of lower leg"
"Any malignancy","312031000006115","[m]malignant teratoma, trophoblastic",11,2,"[M]Malignant teratoma, trophoblastic"
"Any malignancy","317421000006112","[m]teratoblastoma, malignant",11,2,"[M]Teratoblastoma, malignant"
"Any malignancy","155417012","malignant neoplasm of nipple of female breast",11,2,"Malignant neoplasm of nipple of female breast"
"Any malignancy","316221000006111","[m]scirrhous adenocarcinoma",11,2,"[M]Scirrhous adenocarcinoma"
"Any malignancy","444773019","phaeochromocytoma",11,2,"Phaeochromocytoma"
"Any malignancy","288470014","malignant neoplasm of junction of hard and soft palate",11,2,"Malignant neoplasm of junction of hard and soft palate"
"Any malignancy","288764016","malignant neoplasm, overlapping lesion of digestive system",11,2,"Malignant neoplasm, overlapping lesion of digestive system"
"Any malignancy","291344016","[m]verrucous carcinoma nos",11,2,"Verrucous carcinoma"
"Any malignancy","291378010","[m]gastrinoma and carcinomas",11,2,"[M]Gastrinoma and carcinomas"
"Any malignancy","721391000006116","malignant neoplasm of trachea",11,2,"Malignant neoplasm of trachea"
"Any malignancy","288633014","malignant neoplasm of cardia of stomach nos",11,2,"Malignant neoplasm of cardia of stomach NOS"
"Any malignancy","288655018","malignant neoplasm of other specified site of stomach nos",11,2,"Malignant neoplasm of other specified site of stomach NOS"
"Any malignancy","288453018","malignant neoplasm of vestibule of mouth",11,2,"Malignant neoplasm of vestibule of mouth"
"Any malignancy","727561000006112","malignant neoplasm of buccal mucosa",11,2,"Malignant neoplasm of buccal mucosa"
"Any malignancy","288417015","malignant neoplasm of midline of tongue",11,2,"Malignant neoplasm of midline of tongue"
"Any malignancy","289905015","myeloid sarcoma nos",11,2,"Myeloid sarcoma NOS"
"Any malignancy","289446017","malignant neoplasm of upper limb nos",11,2,"Malignant neoplasm of upper limb NOS"
"Any malignancy","289046010","malignant melanoma of lower limb and hip",11,2,"Malignant melanoma of lower limb and hip"
"Any malignancy","312461000006115","[m]mesenchymoma, malignant",11,2,"[M]Mesenchymoma, malignant"
"Any malignancy","724311000006111","malignant neoplasm of lower gum",11,2,"Malignant neoplasm of lower gum"
"Any malignancy","289014010","malignant melanoma of ear and external auricular canal nos",11,2,"Malignant melanoma of ear and external auricular canal NOS"
"Any malignancy","1228513017","malignant neoplasm of submandibular gland",11,2,"Malignant neoplasm of submandibular gland"
"Any malignancy","289153015","malignant neoplasm of nipple and areola of male breast",11,2,"Malignant neoplasm of nipple and areola of male breast"
"Any malignancy","826471000006116","hodgkin's lymphocytic depletion lymph nodes axilla and arm",11,2,"Hodgkin's disease, lymphocytic depletion of lymph nodes of axilla and upper limb"
"Any malignancy","288723014","malignant neoplasm of pancreatic duct",11,2,"Malignant neoplasm of pancreatic duct"
"Any malignancy","1219531013","malignant overlapping lesion of tongue",11,2,"Malignant overlapping lesion of tongue"
"Any malignancy","510061019","carcinoma in situ of oral cavity",11,2,"Carcinoma in situ of oral cavity"
"Any malignancy","288430019","malignant neoplasm of anterior 2/3 of tongue unspecified",11,2,"Malignant neoplasm of anterior 2/3 of tongue unspecified"
"Any malignancy","288429012","malignant neoplasm of ventral tongue surface nos",11,2,"Malignant neoplasm of ventral surface of tongue"
"Any malignancy","288427014","malignant neoplasm of frenulum linguae",11,2,"Malignant neoplasm of frenulum linguae"
"Any malignancy","344806015","true histiocytic lymphoma",11,2,"True histiocytic lymphoma"
"Any malignancy","288418013","malignant neoplasm of dorsum of tongue nos",11,2,"Malignant neoplasm of dorsum of tongue NOS"
"Any malignancy","314061000006117","[m]non hodgkins lymphoma",11,2,"[M]Non-Hodgkin's lymphoma"
"Any malignancy","288792014","malignant neoplasm of accessory sinus nos",11,2,"Malignant tumour of nasal sinuses"
"Any malignancy","404801000006116","[x]oth malignant neoplasm/skin of oth+unspecfd parts of face",11,2,"[X]Oth malignant neoplasm/skin of oth+unspecfd parts of face"
"Any malignancy","288409011","malignant neoplasm of lip, unspecified, lipstick area",11,2,"Malignant tumour of lipstick area of lip"
"Any malignancy","288407013","malignant neoplasm of vermilion border of lip unspecified",11,2,"Malignant neoplasm of vermilion border of lip unspecified"
"Any malignancy","1234197011","[m]malignant lymphoma, immunoblastic type",11,2,"[M]Malignant lymphoma, immunoblastic type"
"Any malignancy","826601000006112","hodgkin's mixed cellularity of lymph nodes of multiple sites",11,2,"Hodgkin's disease, mixed cellularity of lymph nodes of multiple sites"
"Any malignancy","153099018","carcinoma in situ of appendix",11,2,"Carcinoma in situ of appendix"
"Any malignancy","315511000006111","[m]pleomorphic cell sarcoma",11,2,"Pleomorphic cell sarcoma"
"Any malignancy","453301018","malignant neoplasm of lip, unspecified",11,2,"Malignant tumour of lip"
"Any malignancy","724411000006118","malignant neoplasm of lower lip, oral aspect",11,2,"Malig neoplasm of lower lip, oral aspect"
"Any malignancy","292147019","[x]malignant neoplasm of urinary tract",11,2,"[X]Malignant neoplasm of urinary tract"
"Any malignancy","288380012","malignant neoplasm of lower lip, buccal aspect",11,2,"Malignant neoplasm of lower lip, buccal aspect"
"Any malignancy","406399011","malignant neoplasm of lower lip, inner aspect",11,2,"Malignant neoplasm of lower lip, inner aspect"
"Any malignancy","288364019","malignant neoplasm of upper lip, mucosa",11,2,"Malignant neoplasm of upper lip, mucosa"
"Any malignancy","288571011","malignant neoplasm of hypopharynx nos",11,2,"Malignant tumour of hypopharynx"
"Any malignancy","288350019","malignant neoplasm of upper lip, lipstick area",11,2,"Malignant neoplasm of upper lip, lipstick area"
"Any malignancy","169651000006115","reticulosarcoma of lymph nodes of inguinal region and leg",11,2,"Reticulosarcoma of lymph nodes of inguinal region and lower limb"
"Any malignancy","154184011","malignant histiocytosis of intrapelvic lymph nodes",11,2,"Malignant histiocytosis of intrapelvic lymph nodes"
"Any malignancy","723641000006119","malignant neoplasm of other and unspecified site os",11,2,"Malignant neoplasm of other and unspecified site OS"
"Any malignancy","1230100013","[m]malignant melanoma in hutchinson's melanotic freckle",11,2,"[M]Malignant melanoma in Hutchinson's melanotic freckle"
"Any malignancy","291963013","[m] large cell lymphoma",11,2,"Non-Hodgkin lymphoma (category)"
"Any malignancy","215916010","[m]malignant reticulosis",11,2,"[M]Malignant reticulosis"
"Any malignancy","314691000006115","[m]paget's disease, breast",11,2,"Paget's disease of breast"
"Any malignancy","726641000006111","malignant neoplasm of cranial nerves",11,2,"Malignant neoplasm of cranial nerves"
"Any malignancy","1227518012","[m]adenosarcoma",11,2,"[M]Adenosarcoma"
"Any malignancy","288813012","malignant neoplasm of carina of bronchus",11,2,"Malignant neoplasm of carina of bronchus"
"Any malignancy","288469013","malignant neoplasm of palate unspecified",11,2,"Malignant tumour of palate"
"Any malignancy","729391000006117","malig neop of connective and soft tissue of great toe",11,2,"Malignant neoplasm of connective and soft tissue of great toe"
"Any malignancy","716911000006110","mast cell malignancy of lymph nodes inguinal region and leg",11,2,"Mast cell malignancy of lymph nodes of inguinal region and lower limb"
"Any malignancy","482641017","malignant neoplasm of omentum",11,2,"Malignant neoplasm of omentum"
"Any malignancy","729511000006116","malig neop of other endocrine glands and related structures",11,2,"Malig neop of other endocrine glands and related structures"
"Any malignancy","316121000006118","[m]round cell liposarcoma",11,2,"[M]Round cell liposarcoma"
"Any malignancy","312137011","osteoporosis in multiple myelomatosis",11,2,"Osteoporosis in multiple myelomatosis"
"Any malignancy","289197016","malignant neoplasm of other site of uterine body",11,2,"Malignant neoplasm of other site of uterine body"
"Any malignancy","310961000006112","[m]lentigo maligna melanoma",11,2,"[M]Lentigo maligna melanoma"
"Any malignancy","289739013","mycosis fungoides nos",11,2,"Mycosis fungoides NOS"
"Any malignancy","724621000006112","malignant neoplasm of mastoid air cells",11,2,"Malignant neoplasm of mastoid air cells"
"Any malignancy","396611000006118","[x]malignant neoplasm/upper resp tract, part unspecified",11,2,"[X]Malignant neoplasm/upper resp tract, part unspecified"
"Any malignancy","720041000006117","malignant neoplasm/overlapping lesion/feml genital organs",11,2,"Malignant neoplasm/overlapping lesion/feml genital organs"
"Any malignancy","747131000006114","leukaemic reticuloend of lymph nodes of axilla and arm",11,2,"Leukaemic reticuloendotheliosis of lymph nodes of axilla and upper limb"
"Any malignancy","290895017","carcinoma in situ of other and unspecified sites",11,2,"Carcinoma in situ of other and unspecified sites"
"Any malignancy","288959010","malignant neoplasm of bone and articular cartilage nos",11,2,"Malignant neoplasm of bone and articular cartilage"
"Any malignancy","251569011","h/o malignant melanoma",11,2,"H/O Malignant melanoma"
"Any malignancy","722441000006110","malignant neoplasm of rectosigmoid junction",11,2,"Malignant tumour of rectosigmoid junction"
"Any malignancy","726371000006114","malignant neoplasm of conjunctiva",11,2,"Malignant neoplasm of conjunctiva"
"Any malignancy","552511000006110","chondroma",11,2,"Chondroma"
"Any malignancy","1234787012","[m]rhabdoid sarcoma",11,2,"[M]Rhabdoid sarcoma"
"Any malignancy","311811000006111","[m]malignant lymphoma, lymphocytic, poorly different nos",11,2,"[M]Malignant lymphoma, lymphocytic, poorly differentiated NOS"
"Any malignancy","290822012","carcinoma in situ of scalp",11,2,"Carcinoma in situ of scalp"
"Any malignancy","1229767019","[m]hodgkin's disease, mixed cellularity",11,2,"[M]Hodgkin's disease, mixed cellularity"
"Any malignancy","722761000006119","malignant neoplasm of pelvis",11,2,"Malignant neoplasm of pelvis"
